"","X","post_date","wday","post_topic","post_style","post_tone","post_type","post_reactions","post_shares","post_comments","total_inter"
"1818",1818,"2018-06-23","Sat","Intimate Relations","Counsel","Neutral","status",81,21,8,110
"1819",1819,"2018-06-26","Tue","Intimate Relations","Counsel","Neutral","status",152,17,31,200
"1820",1820,"2018-06-26","Tue","Intimate Relations","Counsel","Neutral","status",117,37,41,195
"1821",1821,"2018-06-25","Mon","Sexual Purity","Counsel","Neutral","photo",544,23,74,641
"1822",1822,"2018-06-25","Mon","Intimate Relations","Counsel","Neutral","status",342,34,53,429
"1823",1823,"2018-06-25","Mon","Intimate Relations","Counsel","Neutral","photo",345,10,163,518
"1824",1824,"2018-06-27","Wed","Intimate Relations","Request for opinion","Neutral","status",118,6,265,389
"1825",1825,"2018-10-26","Fri","Intimate Relations","Counsel","Guilt","status",43,9,25,77
"1826",1826,"2018-06-27","Wed","Intimate Relations","Counsel","Neutral","status",30,0,3,33
"1827",1827,"2018-06-26","Tue","Intimate Relations","Counsel","Neutral","status",19,3,0,22
"1828",1828,"2018-06-26","Tue","Intimate Relations","Counsel","Neutral","status",295,28,60,383
"1829",1829,"2018-06-26","Tue","Intimate Relations","Counsel","Guilt","status",252,42,57,351
"1830",1830,"2018-06-26","Tue","Sexual Abstinence","Counsel","Stigma","status",585,55,174,814
"1831",1831,"2018-06-27","Wed","Intimate Relations","Counsel","Enact fear","status",27,2,0,29
"1832",1832,"2018-06-27","Wed","Sexual Purity","Counsel","Enact fear","status",74,22,16,112
"1833",1833,"2018-06-27","Wed","Intimate Relations","Counsel","Neutral","status",82,2,3,87
"1834",1834,"2018-06-27","Wed","Intimate Relations","Counsel","Neutral","status",425,55,110,590
"1835",1835,"2018-10-26","Fri","Intimate Relations","Counsel","Enact fear","status",3,0,0,3
"1836",1836,"2018-06-28","Thu","Sexual Abstinence","Counsel","Neutral","status",248,47,43,338
"1837",1837,"2018-10-26","Fri","Sexual Abstinence","Counsel","Enact fear","photo",2,1,0,3
"1838",1838,"2018-10-25","Thu","Sexual Purity","Request for opinion","Neutral","status",8,0,0,8
"1839",1839,"2018-06-28","Thu","Sexual Abstinence","Counsel","Guilt","status",696,86,166,948
"1840",1840,"2018-06-28","Thu","Sexual Abstinence","Counsel","Neutral","photo",13,0,0,13
"1841",1841,"2018-06-29","Fri","Sexual Abstinence","Request for opinion","Neutral","status",111,0,233,344
"1842",1842,"2018-06-29","Fri","Intimate Relations","Request for opinion","Neutral","status",57,5,224,286
"1843",1843,"2018-06-29","Fri","Intimate Relations","Counsel","Neutral","status",345,32,55,432
"1844",1844,"2018-06-30","Sat","Sexual Abstinence","Counsel","Stigma","status",21,0,0,21
"1845",1845,"2018-06-30","Sat","Sexual Abstinence","Counsel","Neutral","status",54,0,5,59
"1846",1846,"2018-06-30","Sat","Sexual Abstinence","Counsel","Enact fear","status",80,10,13,103
"1847",1847,"2018-07-01","Sun","Intimate Relations","Request for opinion","Neutral","status",96,0,299,395
"1848",1848,"2018-07-01","Sun","Intimate Relations","Counsel","Neutral","status",84,10,12,106
"1849",1849,"2018-10-25","Thu","Intimate Relations","Counsel","Neutral","status",3,1,0,4
"1850",1850,"2018-07-02","Mon","Intimate Relations","Counsel","Neutral","photo",233,2,2,237
"1851",1851,"2018-07-02","Mon","Intimate Relations","Counsel","Neutral","status",45,5,1,51
"1852",1852,"2018-07-03","Tue","Sexual Abstinence","Request for opinion","Neutral","status",304,7,442,753
"1853",1853,"2018-07-03","Tue","Intimate Relations","Counsel","Neutral","status",50,16,5,71
"1854",1854,"2018-07-03","Tue","Intimate Relations","Counsel","Guilt","status",19,4,4,27
"1855",1855,"2018-07-03","Tue","Intimate Relations","Counsel","Guilt","status",903,89,160,1152
"1856",1856,"2018-07-03","Tue","Intimate Relations","Counsel","Neutral","status",25,1,0,26
"1857",1857,"2018-07-04","Wed","Intimate Relations","Counsel","Neutral","status",23,0,19,42
"1858",1858,"2018-07-04","Wed","Sexual Abstinence","Counsel","Stigma","status",255,23,51,329
"1859",1859,"2018-07-04","Wed","Intimate Relations","Experience sharing","Neutral","status",509,15,90,614
"1860",1860,"2018-07-04","Wed","Intimate Relations","Request for opinion","Guilt","status",74,12,12,98
"1861",1861,"2018-10-25","Thu","Intimate Relations","Counsel","Neutral","status",58,25,11,94
"1862",1862,"2018-07-05","Thu","Sexual Abstinence","Counsel","Neutral","status",62,4,2,68
"1863",1863,"2018-07-05","Thu","Intimate Relations","Counsel","Neutral","status",694,106,126,926
"1864",1864,"2018-07-05","Thu","Sexual Purity","Counsel","Neutral","status",37,1,0,38
"1865",1865,"2018-07-06","Fri","Intimate Relations","Storytelling","Neutral","status",215,14,20,249
"1866",1866,"2018-07-06","Fri","Intimate Relations","Counsel","Neutral","status",818,107,169,1094
"1867",1867,"2018-07-06","Fri","Intimate Relations","Counsel","Neutral","status",104,19,36,159
"1868",1868,"2018-07-06","Fri","Sexual Purity","Counsel","Neutral","status",20,0,0,20
"1869",1869,"2018-07-07","Sat","Intimate Relations","Counsel","Neutral","status",174,15,59,248
"1870",1870,"2018-07-07","Sat","Intimate Relations","Counsel","Neutral","status",16,6,0,22
"1871",1871,"2018-07-06","Fri","Intimate Relations","Counsel","Neutral","status",59,7,4,70
"1872",1872,"2018-07-07","Sat","Intimate Relations","Counsel","Enact fear","status",239,15,36,290
"1873",1873,"2018-10-25","Thu","Intimate Relations","Counsel","Neutral","status",198,56,90,344
"1874",1874,"2018-07-07","Sat","Sexual Abstinence","Counsel","Neutral","status",185,29,31,245
"1875",1875,"2018-07-07","Sat","Intimate Relations","Request for opinion","Neutral","status",6,1,13,20
"1876",1876,"2018-07-07","Sat","Sexual Purity","Counsel","Neutral","status",20,1,2,23
"1877",1877,"2018-07-08","Sun","Sexual Abstinence","Request for opinion","Neutral","status",11,0,21,32
"1878",1878,"2018-07-08","Sun","Intimate Relations","Request for opinion","Neutral","status",28,2,45,75
"1879",1879,"2018-07-08","Sun","Sexual Abstinence","Counsel","Guilt","status",49,4,2,55
"1880",1880,"2018-07-08","Sun","Intimate Relations","Storytelling","Neutral","photo",473,32,44,549
"1881",1881,"2018-07-10","Tue","Sexual Abstinence","Counsel","Stigma","status",54,0,1,55
"1882",1882,"2018-07-10","Tue","Intimate Relations","Counsel","Neutral","status",242,30,51,323
"1883",1883,"2018-10-25","Thu","Intimate Relations","Counsel","Neutral","status",0,0,0,0
"1884",1884,"2018-07-11","Wed","Sexual Purity","Counsel","Neutral","status",57,3,0,60
"1885",1885,"2018-07-11","Wed","Intimate Relations","Counsel","Neutral","status",343,21,55,419
"1886",1886,"2018-07-11","Wed","Sexual Abstinence","Counsel","Neutral","status",353,3,13,369
"1887",1887,"2018-07-11","Wed","Sexual Purity","Counsel","Neutral","status",40,1,2,43
"1888",1888,"2018-07-11","Wed","Sexual Purity","Counsel","Neutral","status",16,1,0,17
"1889",1889,"2018-10-24","Wed","Sexual Purity","Counsel","Neutral","status",40,1,4,45
"1890",1890,"2018-07-12","Thu","Intimate Relations","Counsel","Neutral","photo",468,58,102,628
"1891",1891,"2018-07-12","Thu","Intimate Relations","Counsel","Neutral","photo",444,73,60,577
"1892",1892,"2018-07-13","Fri","Intimate Relations","Counsel","Neutral","status",311,33,57,401
"1893",1893,"2018-07-13","Fri","Intimate Relations","Counsel","Neutral","status",56,10,7,73
"1894",1894,"2018-07-13","Fri","Intimate Relations","Counsel","Neutral","status",108,15,18,141
"1895",1895,"2018-07-13","Fri","Sexual Abstinence","Counsel","Neutral","status",43,5,9,57
"1896",1896,"2018-07-14","Sat","Sexual Purity","Counsel","Enact fear","status",351,39,59,449
"1897",1897,"2018-07-14","Sat","Intimate Relations","Counsel","Neutral","status",38,6,3,47
"1898",1898,"2018-07-14","Sat","Intimate Relations","Counsel","Neutral","status",530,40,85,655
"1899",1899,"2018-10-22","Mon","Sexual Abstinence","Counsel","Guilt","status",18,0,0,18
"1900",1900,"2018-10-22","Mon","Sexual Abstinence","Counsel","Stigma","status",8,0,1,9
"1901",1901,"2018-10-22","Mon","Intimate Relations","Storytelling","Neutral","status",64,25,4,93
"1902",1902,"2018-07-16","Mon","Intimate Relations","Counsel","Neutral","photo",99,9,4,112
"1903",1903,"2018-07-15","Sun","Sexual Purity","Counsel","Neutral","status",26,0,0,26
"1904",1904,"2018-07-15","Sun","Intimate Relations","Counsel","Neutral","status",233,43,23,299
"1905",1905,"2018-07-16","Mon","Sexual Abstinence","Counsel","Neutral","status",96,4,8,108
"1906",1906,"2018-07-16","Mon","Intimate Relations","Counsel","Guilt","status",22,3,4,29
"1907",1907,"2018-10-22","Mon","Family Planning","Counsel","Neutral","status",14,1,2,17
"1908",1908,"2018-10-20","Sat","Sexual Purity","Counsel","Neutral","photo",7,0,1,8
"1909",1909,"2018-07-16","Mon","Intimate Relations","Counsel","Neutral","status",436,32,62,530
"1910",1910,"2018-07-16","Mon","Intimate Relations","Counsel","Neutral","status",14,6,0,20
"1911",1911,"2018-07-16","Mon","Sexual Purity","Counsel","Neutral","status",86,4,5,95
"1912",1912,"2018-10-22","Mon","Intimate Relations","Request for opinion","Neutral","status",9,0,37,46
"1913",1913,"2018-10-20","Sat","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"1914",1914,"2018-07-17","Tue","Intimate Relations","Counsel","Stigma","status",834,189,141,1164
"1915",1915,"2018-10-20","Sat","Intimate Relations","Counsel","Neutral","status",3,0,0,3
"1916",1916,"2018-10-20","Sat","Intimate Relations","Counsel","Neutral","status",8,2,0,10
"1917",1917,"2018-07-17","Tue","Sexual Purity","Counsel","Guilt","status",19,0,0,19
"1918",1918,"2018-10-20","Sat","Family Planning","Counsel","Neutral","status",4,0,5,9
"1919",1919,"2018-07-18","Wed","Intimate Relations","Counsel","Neutral","status",259,31,31,321
"1920",1920,"2018-07-19","Thu","Intimate Relations","Counsel","Neutral","photo",1057,48,171,1276
"1921",1921,"2018-07-19","Thu","Intimate Relations","Counsel","Neutral","status",504,74,89,667
"1922",1922,"2018-07-20","Fri","Intimate Relations","Counsel","Neutral","status",17,0,1,18
"1923",1923,"2018-07-20","Fri","Intimate Relations","Request for opinion","Neutral","status",116,2,414,532
"1924",1924,"2018-08-23","Thu","Intimate Relations","Counsel","Guilt","status",2,0,0,2
"1925",1925,"2018-07-21","Sat","Intimate Relations","Counsel","Neutral","status",536,53,88,677
"1926",1926,"2018-07-22","Sun","Sexual Purity","Counsel","Neutral","status",29,4,2,35
"1927",1927,"2018-07-23","Mon","Sexual Abstinence","Counsel","Enact fear","photo",31,3,6,40
"1928",1928,"2018-07-23","Mon","Intimate Relations","Counsel","Neutral","status",46,7,2,55
"1929",1929,"2018-07-24","Tue","Intimate Relations","Counsel","Neutral","photo",927,159,94,1180
"1930",1930,"2018-08-13","Mon","Intimate Relations","Counsel","Neutral","status",133,10,154,297
"1931",1931,"2018-07-25","Wed","Intimate Relations","Counsel","Neutral","status",98,46,15,159
"1932",1932,"2018-07-25","Wed","Intimate Relations","Counsel","Guilt","status",90,11,26,127
"1933",1933,"2018-07-25","Wed","Sexual Purity","Counsel","Neutral","status",19,0,0,19
"1934",1934,"2018-07-26","Thu","Intimate Relations","Counsel","Neutral","status",262,37,22,321
"1935",1935,"2018-07-26","Thu","Intimate Relations","Counsel","Neutral","status",154,13,11,178
"1936",1936,"2018-07-26","Thu","Intimate Relations","Counsel","Stigma","status",467,47,136,650
"1937",1937,"2018-07-27","Fri","Intimate Relations","Counsel","Neutral","status",57,4,7,68
"1938",1938,"2018-08-21","Tue","Intimate Relations","Storytelling","Neutral","status",13,2,1,16
"1939",1939,"2018-07-28","Sat","Intimate Relations","Counsel","Neutral","status",57,4,13,74
"1940",1940,"2018-07-27","Fri","Intimate Relations","Storytelling","Neutral","status",347,4,68,419
"1941",1941,"2018-07-28","Sat","Intimate Relations","Counsel","Neutral","status",276,53,69,398
"1942",1942,"2018-07-29","Sun","Intimate Relations","Counsel","Neutral","status",31,4,3,38
"1943",1943,"2018-07-30","Mon","Intimate Relations","Counsel","Guilt","status",52,5,2,59
"1944",1944,"2018-08-20","Mon","Intimate Relations","Counsel","Stigma","status",26,2,3,31
"1945",1945,"2018-08-20","Mon","Intimate Relations","Request for opinion","Neutral","status",7,0,2,9
"1946",1946,"2018-07-31","Tue","Intimate Relations","Storytelling","Neutral","status",75,1,8,84
"1947",1947,"2018-07-31","Tue","Intimate Relations","Counsel","Neutral","status",604,72,81,757
"1948",1948,"2018-07-31","Tue","Sexual Abstinence","Counsel","Stigma","status",311,77,32,420
"1949",1949,"2018-08-01","Wed","Intimate Relations","Counsel","Neutral","status",60,9,9,78
"1950",1950,"2018-08-01","Wed","Sexual Purity","Counsel","Neutral","status",38,3,2,43
"1951",1951,"2018-08-01","Wed","Intimate Relations","Counsel","Neutral","status",129,34,17,180
"1952",1952,"2018-08-01","Wed","Intimate Relations","Counsel","Neutral","status",52,1,3,56
"1953",1953,"2018-08-01","Wed","Intimate Relations","Counsel","Stigma","status",216,34,40,290
"1954",1954,"2018-08-02","Thu","Sexual Abstinence","Storytelling","Neutral","status",186,5,22,213
"1955",1955,"2018-08-02","Thu","Sexual Purity","Counsel","Neutral","status",37,1,1,39
"1956",1956,"2018-08-02","Thu","Sexual Abstinence","Counsel","Neutral","status",20,0,8,28
"1957",1957,"2018-08-13","Mon","Intimate Relations","Counsel","Neutral","photo",85,12,3,100
"1958",1958,"2018-08-03","Fri","Sexual Purity","Storytelling","Neutral","status",103,3,10,116
"1959",1959,"2018-08-03","Fri","Sexual Abstinence","Counsel","Neutral","photo",23,1,2,26
"1960",1960,"2018-08-13","Mon","Intimate Relations","Storytelling","Neutral","photo",232,35,118,385
"1961",1961,"2018-08-04","Sat","Intimate Relations","Counsel","Neutral","photo",88,21,13,122
"1962",1962,"2018-08-20","Mon","Sexual Abstinence","Storytelling","Neutral","photo",41,0,1,42
"1963",1963,"2018-08-20","Mon","Intimate Relations","Request for opinion","Neutral","status",8,0,1,9
"1964",1964,"2018-08-06","Mon","Sexual Purity","Counsel","Neutral","status",75,0,2,77
"1965",1965,"2018-08-05","Sun","Sexual Purity","Counsel","Neutral","status",27,0,1,28
"1966",1966,"2018-08-06","Mon","Sexual Abstinence","Counsel","Enact fear","status",19,0,3,22
"1967",1967,"2018-08-05","Sun","Sexual Abstinence","Counsel","Enact fear","status",147,7,6,160
"1968",1968,"2018-08-06","Mon","Intimate Relations","Request for opinion","Neutral","status",25,0,11,36
"1969",1969,"2018-08-06","Mon","Sexual Abstinence","Counsel","Enact fear","status",5,0,0,5
"1970",1970,"2018-08-20","Mon","Intimate Relations","Counsel","Neutral","status",40,8,16,64
"1971",1971,"2018-08-06","Mon","Sexual Purity","Counsel","Neutral","status",94,3,0,97
"1972",1972,"2018-08-07","Tue","Intimate Relations","Counsel","Stigma","status",500,36,78,614
"1973",1973,"2018-08-13","Mon","Intimate Relations","Counsel","Neutral","photo",45,2,0,47
"1974",1974,"2018-08-07","Tue","Sexual Abstinence","Counsel","Guilt","status",31,1,0,32
"1975",1975,"2018-08-07","Tue","Sexual Abstinence","Counsel","Neutral","status",301,9,31,341
"1976",1976,"2018-08-20","Mon","Sexual Purity","Counsel","Neutral","status",7,0,0,7
"1977",1977,"2018-08-08","Wed","Sexual Abstinence","Counsel","Enact fear","status",58,1,5,64
"1978",1978,"2018-08-09","Thu","Sexual Abstinence","Counsel","Neutral","photo",320,19,74,413
"1979",1979,"2018-08-09","Thu","Intimate Relations","Counsel","Neutral","status",798,90,156,1044
"1980",1980,"2018-08-09","Thu","Sexual Abstinence","Counsel","Neutral","status",75,3,3,81
"1981",1981,"2018-08-09","Thu","Sexual Abstinence","Counsel","Neutral","photo",387,16,66,469
"1982",1982,"2018-08-09","Thu","Sexual Abstinence","Request for opinion","Neutral","status",14,0,8,22
"1983",1983,"2018-08-10","Fri","Sexual Purity","Counsel","Neutral","photo",340,25,39,404
"1984",1984,"2018-08-10","Fri","Sexual Purity","Counsel","Neutral","status",41,3,1,45
"1985",1985,"2018-08-10","Fri","Intimate Relations","Counsel","Neutral","status",297,49,46,392
"1986",1986,"2018-08-10","Fri","Intimate Relations","Storytelling","Neutral","photo",669,164,101,934
"1987",1987,"2018-08-10","Fri","Intimate Relations","Counsel","Neutral","status",90,12,14,116
"1988",1988,"2018-08-10","Fri","Intimate Relations","Counsel","Neutral","status",115,22,39,176
"1989",1989,"2018-08-20","Mon","Intimate Relations","Counsel","Neutral","status",152,42,60,254
"1990",1990,"2018-08-10","Fri","Intimate Relations","Counsel","Neutral","photo",86,2,18,106
"1991",1991,"2018-08-13","Mon","Intimate Relations","Counsel","Guilt","photo",147,14,23,184
"1992",1992,"2018-08-10","Fri","Sexual Abstinence","Request for opinion","Neutral","status",18,0,16,34
"1993",1993,"2018-08-13","Mon","Sexual Purity","Counsel","Neutral","status",280,42,39,361
"1994",1994,"2018-08-20","Mon","Intimate Relations","Counsel","Neutral","status",18,3,1,22
"1995",1995,"2018-08-20","Mon","Intimate Relations","Counsel","Neutral","photo",195,14,36,245
"1996",1996,"2018-08-11","Sat","Sexual Abstinence","Counsel","Neutral","status",40,0,0,40
"1997",1997,"2018-08-20","Mon","Intimate Relations","Counsel","Neutral","status",30,1,9,40
"1998",1998,"2018-08-11","Sat","Intimate Relations","Counsel","Neutral","status",123,22,36,181
"1999",1999,"2018-08-13","Mon","Intimate Relations","Counsel","Neutral","photo",193,9,6,208
"2000",2000,"2018-08-12","Sun","Intimate Relations","Storytelling","Neutral","photo",482,48,91,621
